locus	chr	start	stop	status
1785	12	46037745	47499603	OK
1786	12	47499604	48227035	OK
1787	12	48227036	48960265	OK
1788	12	48960266	50344346	OK
1789	12	50344347	51769419	OK
1790	12	51769420	53039987	OK
1791	12	53039988	54371448	OK
1792	12	54371449	55416802	OK
1793	12	55416803	56987105	OK
1794	12	56987106	58748139	OK
1795	12	58748140	60000363	OK
1796	12	60000364	61737953	OK
1797	12	61737954	63055936	OK
1798	12	63055937	63764111	OK
1799	12	63764112	64403857	OK
1800	12	64403858	66114643	OK
1801	12	66114644	67183620	OK
1802	12	67183621	68006682	OK
1803	12	68006683	68839661	OK
1804	12	68839662	70097805	OK
1805	12	70097806	71177961	OK
1806	12	71177962	71948185	OK
1807	12	71948186	73154515	OK
1808	12	73154516	74080747	OK
1809	12	74080748	75563968	OK
1810	12	75563969	76524573	OK
1811	12	76524574	77800463	OK
1812	12	77800464	79315178	OK
1813	12	79315179	80952472	OK
1814	12	80952473	81843890	OK
1815	12	81843891	82576129	OK
1816	12	82576130	83551125	OK
1817	12	83551126	84356775	OK
1818	12	84356776	85345631	OK
1819	12	85345632	86933476	OK
1820	12	86933477	88344764	OK
1821	12	88344765	90567001	OK
1822	12	90567002	92061179	OK
1823	12	92061180	93487547	OK
1824	12	93487548	94385884	OK
1825	12	94385885	95147845	OK
1826	12	95147846	96017782	OK
1827	12	96017783	96828314	OK
1828	12	96828315	97814021	OK
1829	12	97814022	99244337	OK
1830	12	99244338	100931423	OK
1831	12	100931424	101825061	OK
1832	12	101825062	102966633	OK
1833	12	102966634	104140831	OK
1834	12	104140832	105079100	OK
1835	12	105079101	106153787	OK
1836	12	106153788	106964977	OK
1837	12	106964978	108183188	OK
1838	12	108183189	109031819	OK
1839	12	109031820	110111514	OK
1840	12	110111515	111592381	OK
1841	12	111592382	113947983	OK
1842	12	113947984	114685670	OK
1843	12	114685671	115439451	OK
1844	12	115439452	116197675	OK
1845	12	116197676	117091843	OK
1846	12	117091844	118256124	OK
1847	12	118256125	119301061	OK
1848	12	119301062	120567740	OK
1849	12	120567741	121817509	OK
1850	12	121817510	123396634	OK
1851	12	123396635	124843768	OK
1852	12	124843769	126079935	OK
1853	12	126079936	126871452	OK
1854	12	126871453	127545377	OK
1855	12	127545378	128372588	OK
1856	12	128372589	129170296	OK
1857	12	129170297	129887418	OK
1858	12	129887419	130629840	OK
1859	12	130629841	131404042	OK
1860	12	131404043	132012316	OK
1861	12	132012317	132957945	OK
1862	12	132957946	133841814	OK
1863	13	19020095	19648628	OK
1864	13	19648629	20491181	OK
1865	13	20491182	21540733	OK
1866	13	21540734	22795188	OK
1867	13	22795189	23729049	OK
1868	13	23729050	24818333	OK
1869	13	24818334	25977140	OK
1870	13	25977141	26681709	OK
1871	13	26681710	27392005	OK
1872	13	27392006	28587125	OK
1873	13	28587126	30068525	OK
1874	13	30068526	31433218	OK
1875	13	31433219	32986686	OK
1876	13	32986687	34722391	OK
1877	13	34722392	35744568	OK
1878	13	35744569	36579413	OK
1879	13	36579414	37499810	OK
1880	13	37499811	38290689	OK
1881	13	38290690	39381743	OK
1882	13	39381744	40091623	OK
1883	13	40091624	41003943	OK
1884	13	41003944	42037054	OK
1885	13	42037055	42950157	OK
1886	13	42950158	43931931	OK
1887	13	43931932	45476446	OK
1888	13	45476447	46493236	OK
1889	13	46493237	47433528	OK
1890	13	47433529	48137479	OK
1891	13	48137480	49381727	OK
1892	13	49381728	50419896	OK
1893	13	50419897	51554236	OK
1894	13	51554237	53336571	OK
1895	13	53336572	54684856	OK
1896	13	54684857	55576912	OK
1897	13	55576913	56434007	OK
1898	13	56434008	58245843	OK
1899	13	58245844	59751795	OK
1900	13	59751796	61268155	OK
1901	13	61268156	62135827	OK
1902	13	62135828	63206535	OK
1903	13	63206536	63973941	OK
1904	13	63973942	65187138	OK
1905	13	65187139	66382286	OK
1906	13	66382287	67718879	OK
1907	13	67718880	69004702	OK
1908	13	69004703	69751491	OK
1909	13	69751492	70427880	OK
1910	13	70427881	71010208	OK
1911	13	71010209	71976862	OK
1912	13	71976863	73114509	OK
1913	13	73114510	74437635	OK
1914	13	74437636	75882384	OK
1915	13	75882385	76671493	OK
1916	13	76671494	77460044	OK
1917	13	77460045	78693310	OK
1918	13	78693311	79489045	OK
1919	13	79489046	80778339	OK
1920	13	80778340	81724089	OK
1921	13	81724090	82582821	OK
1922	13	82582822	83829835	OK
1923	13	83829836	85035400	OK
1924	13	85035401	85650680	OK
1925	13	85650681	86321288	OK
1926	13	86321289	87043588	OK
1927	13	87043589	88029523	OK
1928	13	88029524	88968400	OK
1929	13	88968401	89764426	OK
1930	13	89764427	90518147	OK
1931	13	90518148	91764204	OK
1932	13	91764205	93285142	OK
1933	13	93285143	94925136	OK
1934	13	94925137	96132647	OK
1935	13	96132648	97516609	OK
1936	13	97516610	98527335	OK
1937	13	98527336	99402294	OK
1938	13	99402295	100470868	OK
1939	13	100470869	101573736	OK
1940	13	101573737	103050417	OK
1941	13	103050418	104378435	OK
1942	13	104378436	105672500	OK
1943	13	105672501	106313847	OK
1944	13	106313848	107037864	OK
1945	13	107037865	108521978	OK
1946	13	108521979	109156765	OK
1947	13	109156766	109813576	OK
1948	13	109813577	110995432	OK
1949	13	110995433	111621244	OK
1950	13	111621245	112319064	OK
1951	13	112319065	113573118	OK
1952	13	113573119	114302561	OK
1953	13	114302562	115109851	OK
1954	14	19000059	20876080	OK
1955	14	20876081	21982654	OK
1956	14	21982655	22760700	OK
1957	14	22760701	23985936	OK
1958	14	23985937	24906056	OK
1959	14	24906057	25585041	OK
1960	14	25585042	26395690	OK
1961	14	26395691	27720240	OK
1962	14	27720241	29029224	OK
1963	14	29029225	30831154	OK
1964	14	30831155	32382245	OK
1965	14	32382246	33591113	OK
1966	14	33591114	34695195	OK
1967	14	34695196	35379988	OK
1968	14	35379989	36422077	OK
1969	14	36422078	37282012	OK
1970	14	37282013	38722114	OK
1971	14	38722115	40343754	OK
1972	14	40343755	40965849	OK
1973	14	40965850	41614833	OK
1974	14	41614834	42562550	OK
1975	14	42562551	43321168	OK
1976	14	43321169	44623273	OK
1977	14	44623274	45817082	OK
1978	14	45817083	46748238	OK
1979	14	46748239	48177483	OK
1980	14	48177484	49002065	OK
1981	14	49002066	50500564	OK
1982	14	50500565	51418371	OK
1983	14	51418372	52206122	OK
1984	14	52206123	52760553	OK
1985	14	52760554	54359598	OK
1986	14	54359599	55292832	OK
1987	14	55292833	56206430	OK
1988	14	56206431	57460781	OK
1989	14	57460782	58447798	OK
1990	14	58447799	59447537	OK
1991	14	59447538	60099482	OK
1992	14	60099483	61652816	OK
1993	14	61652817	62717985	OK
1994	14	62717986	64033237	OK
1995	14	64033238	65229391	OK
1996	14	65229392	66300066	OK
1997	14	66300067	67891839	OK
1998	14	67891840	68976912	OK
1999	14	68976913	69794542	OK
2000	14	69794543	71140426	OK
2001	14	71140427	72665319	OK
2002	14	72665320	73373373	OK
2003	14	73373374	74245428	OK
2004	14	74245429	75699501	OK
2005	14	75699502	76694201	OK
2006	14	76694202	77425453	OK
2007	14	77425454	78374053	OK
2008	14	78374054	79199451	OK
2009	14	79199452	81001920	OK
2010	14	81001921	82524785	OK
2011	14	82524786	84087372	OK
2012	14	84087373	85562936	OK
2013	14	85562937	86653343	OK
2014	14	86653344	87350275	OK
2015	14	87350276	88208595	OK
2016	14	88208596	89482883	OK
2017	14	89482884	90662836	OK
2018	14	90662837	92101228	OK
2019	14	92101229	93386328	OK
2020	14	93386329	94892240	OK
2021	14	94892241	95946792	OK
2022	14	95946793	97174314	OK
2023	14	97174315	98268391	OK
2024	14	98268392	98885322	OK
2025	14	98885323	99474533	OK
2026	14	99474534	100786189	OK
2027	14	100786190	102004377	OK
2028	14	102004378	103617472	OK
2029	14	103617473	104439106	OK
2030	14	104439107	105091340	OK
2031	14	105091341	106347143	OK
2032	14	106347144	106876548	ERROR: no requested phenotype available after local variance filtering
2033	14	106876549	107289435	OK
2034	15	20000205	22799926	OK
2035	15	22799927	24099946	OK
2036	15	24099947	24531187	OK
2037	15	24531188	25384327	OK
2038	15	25384328	26392947	OK
2039	15	26392948	27563172	OK
2040	15	27563173	29141035	OK
2041	15	29141036	30604119	OK
2042	15	30604120	32177320	OK
2043	15	32177321	33484267	OK
2044	15	33484268	34410072	OK
2045	15	34410073	35118927	OK
2046	15	35118928	36583327	OK
2047	15	36583328	37962915	OK
2048	15	37962916	39238840	OK
2049	15	39238841	40604780	OK
2050	15	40604781	42332685	OK
2051	15	42332686	44987755	OK
2052	15	44987756	46022642	OK
2053	15	46022643	46884071	OK
2054	15	46884072	47693316	OK
2055	15	47693317	49260006	OK
2056	15	49260007	50195876	OK
2057	15	50195877	51605477	OK
2058	15	51605478	53263126	OK
2059	15	53263127	54332799	OK
2060	15	54332800	55136717	OK
2061	15	55136718	56322588	OK
2062	15	56322589	57641164	OK
2063	15	57641165	58712954	OK
2064	15	58712955	59901116	OK
2065	15	59901117	61130595	OK
2066	15	61130596	62106138	OK
2067	15	62106139	63218978	OK
2068	15	63218979	64339945	OK
2069	15	64339946	66355634	OK
2070	15	66355635	67396520	OK
2071	15	67396521	69089815	OK
2072	15	69089816	70767983	OK
2073	15	70767984	72058129	OK
2074	15	72058130	73375718	OK
2075	15	73375719	74458113	OK
2076	15	74458114	76401952	OK
2077	15	76401953	77897163	OK
2078	15	77897164	78514101	OK
2079	15	78514102	79292536	OK
2080	15	79292537	79998206	OK
2081	15	79998207	81077025	OK
2082	15	81077026	82191077	OK
2083	15	82191078	84209760	OK
2084	15	84209761	85494083	OK
2085	15	85494084	86341598	OK
2086	15	86341599	87158587	OK
2087	15	87158588	88035757	OK
2088	15	88035758	89385187	OK
2089	15	89385188	90632718	OK
2090	15	90632719	91593623	OK
2091	15	91593624	92675405	OK
2092	15	92675406	93707010	OK
2093	15	93707011	94565521	OK
2094	15	94565522	95662425	OK
2095	15	95662426	96864278	OK
2096	15	96864279	98025684	OK
2097	15	98025685	98828261	OK
2098	15	98828262	99925972	OK
2099	15	99925973	100742117	OK
2100	15	100742118	101550750	OK
2101	15	101550751	102520975	OK
2102	16	60169	1049079	OK
2103	16	1049080	1996492	OK
2104	16	1996493	3379996	OK
2105	16	3379997	4816145	OK
2106	16	4816146	5782968	OK
2107	16	5782969	6446081	OK
2108	16	6446082	7051429	OK
2109	16	7051430	7704354	OK
2110	16	7704355	8341012	OK
2111	16	8341013	9104469	OK
2112	16	9104470	9754796	OK
2113	16	9754797	10351808	OK
2114	16	10351809	11022542	OK
2115	16	11022543	11916631	OK
2116	16	11916632	12793149	OK
2117	16	12793150	13893407	OK
2118	16	13893408	15921108	OK
2119	16	15921109	17343277	OK
2120	16	17343278	19104257	OK
2121	16	19104258	20351261	OK
2122	16	20351262	22667048	OK
2123	16	22667049	24014705	OK
2124	16	24014706	25235251	OK
2125	16	25235252	26154122	OK
2126	16	26154123	27443061	OK
2127	16	27443062	29043177	OK
2128	16	29043178	31384210	OK
2129	16	31384211	32847928	OK
2130	16	32847929	35259453	OK
2131	16	35259454	49010761	OK
2132	16	49010762	50467033	OK
2133	16	50467034	52041336	OK
2134	16	52041337	53393882	OK
2135	16	53393883	54866095	OK
2136	16	54866096	55907389	OK
2137	16	55907390	57119889	OK
2138	16	57119890	58508978	OK
2139	16	58508979	59885499	OK
2140	16	59885500	61092844	OK
2141	16	61092845	62607090	OK
2142	16	62607091	64207176	OK
2143	16	64207177	65072403	OK
2144	16	65072404	65882820	OK
2145	16	65882821	66738843	OK
2146	16	66738844	68435728	OK
2147	16	68435729	69549149	OK
2148	16	69549150	71062712	OK
2149	16	71062713	72089511	OK
2150	16	72089512	73140781	OK
2151	16	73140782	74135275	OK
2152	16	74135276	74889127	OK
2153	16	74889128	75525959	OK
2154	16	75525960	76635467	OK
2155	16	76635468	77270665	OK
2156	16	77270666	77739132	OK
2157	16	77739133	78280636	OK
2158	16	78280637	78973580	OK
2159	16	78973581	79662634	OK
2160	16	79662635	80559685	OK
2161	16	80559686	81437861	OK
2162	16	81437862	82310204	OK
2163	16	82310205	83077869	OK
2164	16	83077870	83778371	OK
2165	16	83778372	84440154	OK
2166	16	84440155	85146805	OK
2167	16	85146806	86058597	OK
2168	16	86058598	86748867	OK
2169	16	86748868	87669168	OK
2170	16	87669169	88387228	OK
2171	16	88387229	89106304	OK
2172	16	89106305	90292787	OK
2173	17	52	815653	OK
2174	17	815654	1480056	OK
2175	17	1480057	2699135	OK
2176	17	2699136	3430440	OK
2177	17	3430441	4463971	OK
2178	17	4463972	5573784	OK
2179	17	5573785	6305078	OK
2180	17	6305079	7264458	OK
2181	17	7264459	8554763	OK
2182	17	8554764	9619356	OK
2183	17	9619357	10572617	OK
2184	17	10572618	11778164	OK
2185	17	11778165	12676353	OK
2186	17	12676354	13648446	OK
2187	17	13648447	14508610	OK
2188	17	14508611	15308722	OK
2189	17	15308723	16405207	OK
2190	17	16405208	17326540	OK
2191	17	17326541	18900978	OK
2192	17	18900979	20402494	OK
2193	17	20402495	21432873	OK
2194	17	21432874	25872110	OK
2195	17	25872111	27344401	OK
2196	17	27344402	29783141	OK
2197	17	29783142	31318753	OK
2198	17	31318754	32356061	OK
2199	17	32356062	33614189	OK
2200	17	33614190	34474611	OK
2201	17	34474612	36116884	OK
2202	17	36116885	37361178	OK
2203	17	37361179	38880481	OK
2204	17	38880482	40233545	OK
2205	17	40233546	42348003	OK
2206	17	42348004	43460500	OK
2207	17	43460501	44865832	OK
2208	17	44865833	45883901	OK
2209	17	45883902	47516224	OK
2210	17	47516225	48722590	OK
2211	17	48722591	49909298	OK
2212	17	49909299	51110385	OK
2213	17	51110386	52102649	OK
2214	17	52102650	53468006	OK
2215	17	53468007	54950107	OK
2216	17	54950108	56245227	OK
2217	17	56245228	58652809	OK
2218	17	58652810	60453120	OK
2219	17	60453121	62112373	OK
2220	17	62112374	63548724	OK
2221	17	63548725	64438387	OK
2222	17	64438388	65582327	OK
2223	17	65582328	66757556	OK
2224	17	66757557	68176219	OK
2225	17	68176220	69245590	OK
2226	17	69245591	70495119	OK
2227	17	70495120	71466953	OK
2228	17	71466954	72383472	OK
2229	17	72383473	73741321	OK
2230	17	73741322	74908266	OK
2231	17	74908267	75619256	OK
2232	17	75619257	76596287	OK
2233	17	76596288	77412786	OK
2234	17	77412787	78438332	OK
2235	17	78438333	79333774	OK
2236	17	79333775	80459149	OK
2237	17	80459150	81192460	OK
2238	18	10719	848350	OK
2239	18	848351	1940211	OK
2240	18	1940212	2839842	OK
2241	18	2839843	3722828	OK
2242	18	3722829	4603961	OK
2243	18	4603962	5575812	OK
2244	18	5575813	6756496	OK
2245	18	6756497	7862479	OK
2246	18	7862480	8788524	OK
2247	18	8788525	9816164	OK
2248	18	9816165	10675548	OK
2249	18	10675549	11872226	OK
2250	18	11872227	12735558	OK
2251	18	12735559	13641479	OK
2252	18	13641480	14439251	OK
2253	18	14439252	15220934	OK
2254	18	15220935	20009696	OK
2255	18	20009697	21622716	OK
2256	18	21622717	22746153	OK
2257	18	22746154	24088163	OK
2258	18	24088164	25305260	OK
2259	18	25305261	26861067	OK
2260	18	26861068	27823155	OK
2261	18	27823156	28792734	OK
2262	18	28792735	30401128	OK
2263	18	30401129	32458907	OK
2264	18	32458908	34153297	OK
2265	18	34153298	36056932	OK
2266	18	36056933	37679127	OK
2267	18	37679128	38498381	OK
2268	18	38498382	39410165	OK
2269	18	39410166	40471407	OK
2270	18	40471408	41425454	OK
2271	18	41425455	42974165	OK
2272	18	42974166	44300145	OK
2273	18	44300146	45718492	OK
2274	18	45718493	46558306	OK
2275	18	46558307	47455925	OK
2276	18	47455926	48228379	OK
2277	18	48228380	49790996	OK
2278	18	49790997	50372823	OK
2279	18	50372824	51060986	OK
2280	18	51060987	52512523	OK
2281	18	52512524	53762996	OK
2282	18	53762997	54957867	OK
2283	18	54957868	55809315	OK
2284	18	55809316	56832312	OK
2285	18	56832313	57635821	OK
2286	18	57635822	58527236	OK
2287	18	58527237	59449422	OK
2288	18	59449423	60780194	OK
2289	18	60780195	62074993	OK
2290	18	62074994	63109755	OK
2291	18	63109756	64253143	OK
2292	18	64253144	65294195	OK
2293	18	65294196	66407960	OK
2294	18	66407961	67195980	OK
2295	18	67195981	68051035	OK
2296	18	68051036	69311742	OK
2297	18	69311743	70540349	OK
2298	18	70540350	71491860	OK
2299	18	71491861	72785206	OK
2300	18	72785207	73568260	OK
2301	18	73568261	74471745	OK
2302	18	74471746	75240760	OK
2303	18	75240761	76231685	OK
2304	18	76231686	77148137	OK
2305	18	77148138	78017072	OK
2306	19	64705	762046	OK
2307	19	762047	1515920	OK
2308	19	1515921	2253174	OK
2309	19	2253175	3085446	OK
2310	19	3085447	3893909	OK
2311	19	3893910	4741718	OK
2312	19	4741719	5478684	OK
2313	19	5478685	6455428	OK
2314	19	6455429	7249359	OK
2315	19	7249360	8199016	OK
2316	19	8199017	9105577	OK
2317	19	9105578	10028840	OK
2318	19	10028841	11681978	OK
2319	19	11681979	13213186	OK
2320	19	13213187	13968319	OK
2321	19	13968320	14891100	OK
2322	19	14891101	15650185	OK
2323	19	15650186	16079006	OK
2324	19	16079007	17045963	OK
2325	19	17045964	17750518	OK
2326	19	17750519	18504867	OK
2327	19	18504868	19749166	OK
2328	19	19749167	20485499	OK
2329	19	20485500	21155862	OK
2330	19	21155863	21822653	OK
2331	19	21822654	22729408	OK
2332	19	22729409	23468992	OK
2333	19	23468993	24567341	OK
2334	19	24567342	28555845	OK
2335	19	28555846	29389090	OK
2336	19	29389091	30375792	OK
2337	19	30375793	31763008	OK
2338	19	31763009	33028099	OK
2339	19	33028100	33785835	OK
2340	19	33785836	34633274	OK
2341	19	34633275	35649343	OK
2342	19	35649344	36638122	OK
2343	19	36638123	38472870	OK
2344	19	38472871	39370419	OK
2345	19	39370420	40171413	OK
2346	19	40171414	41004105	OK
2347	19	41004106	41733463	OK
2348	19	41733464	43317282	OK
2349	19	43317283	43960958	OK
2350	19	43960959	45040932	OK
2351	19	45040933	45893307	OK
2352	19	45893308	46765060	OK
2353	19	46765061	47752727	OK
2354	19	47752728	48573065	OK
2355	19	48573066	49415189	OK
2356	19	49415190	50451925	OK
2357	19	50451926	51259178	OK
2358	19	51259179	51903804	OK
2359	19	51903805	52678748	OK
2360	19	52678749	53431217	OK
2361	19	53431218	54042240	OK
2362	19	54042241	54602370	OK
2363	19	54602371	55182973	OK
2364	19	55182974	55714085	OK
2365	19	55714086	56411086	OK
2366	19	56411087	57143509	OK
2367	19	57143510	57959952	OK
2368	19	57959953	59118811	OK
2369	20	60795	884241	OK
2370	20	884242	1771285	OK
2371	20	1771286	2668108	OK
2372	20	2668109	3736551	OK
2373	20	3736552	4591847	OK
2374	20	4591848	5379450	OK
2375	20	5379451	6128358	OK
2376	20	6128359	7231796	OK
2377	20	7231797	7959828	OK
2378	20	7959829	9279550	OK
2379	20	9279551	10279603	OK
2380	20	10279604	11257012	OK
2381	20	11257013	12353961	OK
2382	20	12353962	13202335	OK
2383	20	13202336	14203755	OK
2384	20	14203756	15238519	OK
2385	20	15238520	15962576	OK
2386	20	15962577	16661516	OK
2387	20	16661517	17359290	OK
2388	20	17359291	18058524	OK
2389	20	18058525	18959419	OK
2390	20	18959420	19957928	OK
2391	20	19957929	21682377	OK
2392	20	21682378	22780956	OK
2393	20	22780957	23808562	OK
2394	20	23808563	24487128	OK
2395	20	24487129	25181038	OK
2396	20	25181039	26318858	OK
2397	20	26318859	30569659	OK
2398	20	30569660	32484506	OK
2399	20	32484507	33890060	OK
2400	20	33890061	35990261	OK
2401	20	35990262	37253657	OK
2402	20	37253658	38427594	OK
2403	20	38427595	40272390	OK
2404	20	40272391	41351514	OK
2405	20	41351515	42185671	OK
2406	20	42185672	43008890	OK
2407	20	43008891	44072210	OK
2408	20	44072211	45673603	OK
2409	20	45673604	46486132	OK
2410	20	46486133	47203836	OK
2411	20	47203837	48212975	OK
2412	20	48212976	49236418	OK
2413	20	49236419	50653620	OK
2414	20	50653621	51533750	OK
2415	20	51533751	52411532	OK
2416	20	52411533	53120334	OK
2417	20	53120335	53879803	OK
2418	20	53879804	54743694	OK
2419	20	54743695	55448075	OK
2420	20	55448076	56172843	OK
2421	20	56172844	56951773	OK
2422	20	56951774	57924037	OK
2423	20	57924038	58780894	OK
2424	20	58780895	59560457	OK
2425	20	59560458	60125333	OK
2426	20	60125334	60766557	OK
2427	20	60766558	61470768	OK
2428	20	61470769	62179241	OK
2429	20	62179242	62963627	OK
2430	21	9411245	15026792	OK
2431	21	15026793	15840033	OK
2432	21	15840034	16873443	OK
2433	21	16873444	18222037	OK
2434	21	18222038	19479024	OK
2435	21	19479025	20407307	OK
2436	21	20407308	21632916	OK
2437	21	21632917	22201890	OK
2438	21	22201891	23266941	OK
2439	21	23266942	24055941	OK
2440	21	24055942	25247986	OK
2441	21	25247987	26467826	OK
2442	21	26467827	27774350	OK
2443	21	27774351	28616539	OK
2444	21	28616540	29449870	OK
2445	21	29449871	30847296	OK
2446	21	30847297	32202239	OK
2447	21	32202240	33270272	OK
2448	21	33270273	34383794	OK
2449	21	34383795	35729261	OK
2450	21	35729262	37303548	OK
2451	21	37303549	38046449	OK
2452	21	38046450	39252059	OK
2453	21	39252060	40480831	OK
2454	21	40480832	41344742	OK
2455	21	41344743	42187152	OK
2456	21	42187153	43081434	OK
2457	21	43081435	43812791	OK
2458	21	43812792	44815008	OK
2459	21	44815009	46045433	OK
2460	21	46045434	47014880	OK
2461	21	47014881	48119633	OK
2462	22	16050213	17587474	OK
2463	22	17587475	18535225	OK
2464	22	18535226	19635654	OK
2465	22	19635655	20969184	OK
2466	22	20969185	22404422	OK
2467	22	22404423	23143364	OK
2468	22	23143365	23950732	OK
2469	22	23950733	25282436	OK
2470	22	25282437	26166934	OK
2471	22	26166935	27192923	OK
2472	22	27192924	27952441	OK
2473	22	27952442	29457601	OK
2474	22	29457602	30962255	OK
2475	22	30962256	31904549	OK
2476	22	31904550	32662293	OK
2477	22	32662294	33501725	OK
2478	22	33501726	34361897	OK
2479	22	34361898	35368341	OK
2480	22	35368342	36135968	OK
2481	22	36135969	37364004	OK
2482	22	37364005	38718589	OK
2483	22	38718590	40378783	OK
2484	22	40378784	41722787	OK
2485	22	41722788	42867927	OK
2486	22	42867928	43574017	OK
2487	22	43574018	44409533	OK
2488	22	44409534	45170649	OK
2489	22	45170650	46351048	OK
2490	22	46351049	47299625	OK
2491	22	47299626	48269177	OK
2492	22	48269178	48977538	OK
2493	22	48977539	49559207	OK
2494	22	49559208	50347996	OK
2495	22	50347997	51244236	OK
