source_table	Outcome	system	rg	SE	Z	P	FDR	h2_psoriasis	h2_psoriasis_SE	h2_outcome	h2_outcome_SE	outcome_intercept	cross_trait_intercept	QC_status	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p	locus	chr	start	stop	outcome	univ_p_psoriasis	univ_p_outcome	fdr_within_outcome	z_approx	se_approx	direction	pair_scope	fdr_all_tests	validation_priority	rho_1000g	p_1000g	h2_psoriasis_1000g	h2_outcome_1000g	univ_p_psoriasis_1000g	univ_p_outcome_1000g	rho_ukb	se_approx_ukb	z_approx_ukb	p_ukb	h2_psoriasis_ukb	h2_outcome_ukb	univ_p_psoriasis_ukb	univ_p_outcome_ukb	status	ukb_status	direction_ukb	direction_concordant	ukb_local_h2_reliable	ukb_fdr_within_outcome	phase4br_tier	phase4c_coloc_eligible
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1041.0	6.0	111363444.0	112342873.0	psa			1.2713599999999999e-26			positive	positive_control_near_neighbor	1.2300408e-25	PsA_top10_positive_control	1.0	6.3568e-28	0.00523373	0.00750383	3.80085e-82	1.20816e-22	1.0	0.093194889686515	10.7302020890175	7.34354e-27	0.00487118	0.00708234	2.46991e-75	4.6954899999999995e-21	OK	OK	positive	True	True	3.6717700000000003e-26	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								26.0	1.0	23907046.0	25885138.0	psa			4.3293733333333344e-19			positive	positive_control_near_neighbor	2.51320122e-18	PsA_top10_positive_control	0.753912	3.24703e-20	0.00710561	0.0100053	7.161709999999999e-95	2.93712e-23	0.951302	0.126568730308625	7.51609025136264	5.64386e-14	0.00436314	0.00478642	1.22817e-48	4.45354e-08	OK	OK	positive	True	True	1.739235e-13	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2318.0	19.0	10028841.0	11681978.0	psa			7.907749999999999e-19			positive	positive_control_near_neighbor	5.1004987499999994e-18	PsA_top10_positive_control	0.930798	7.90775e-20	0.00725078	0.00620076	3.77904e-98	7.23944e-12	0.970272	0.129565146292173	7.48868061949325	6.95694e-14	0.00422614	0.00469815	1.26033e-45	1.00811e-07	OK	OK	positive	True	True	1.739235e-13	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								57.0	1.0	66778016.0	67761890.0	psa			1.309184e-17			positive	positive_control_near_neighbor	9.047396571428571e-17	PsA_top10_positive_control	0.740363	1.63648e-18	0.0053474	0.00999499	1.32032e-83	1.21481e-32	0.774197	0.104217257319838	7.42868330936807	1.09684e-13	0.00420411	0.00644526	5.0290000000000005e-62	3.38335e-18	OK	OK	positive	True	True	2.19368e-13	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								899.0	5.0	149850204.0	150981934.0	psa			2.29618e-15			positive	positive_control_near_neighbor	1.6661656125e-14	PsA_top10_positive_control	0.939633	3.44427e-16	0.00635625	0.00471979	1.34618e-87	6.98253e-09	1.0	0.146823565699035	6.81089575259221	9.69929e-12	0.00460447	0.00280643	2.96526e-56	0.000178313	OK	OK	positive	True	True	1.6165483333333334e-11	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2195.0	17.0	25872111.0	27344401.0	psa			5.947542857142858e-15			positive	positive_control_near_neighbor	4.475526e-14	PsA_top10_positive_control	0.815946	1.04082e-15	0.0049298	0.00661275	2.35407e-68	3.27055e-16	0.842301	0.127455635663579	6.60858184586885	3.88019e-11	0.00322476	0.0046406	1.05853e-39	3.26303e-10	OK	OK	positive	True	True	4.8502375e-11	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								347.0	2.0	161432090.0	163607635.0	psa			1.715045e-13			positive	positive_control_near_neighbor	1.3274448299999998e-12	PsA_top10_positive_control	0.847701	3.43009e-14	0.00513482	0.00536171	1.5363000000000002e-71	2.48993e-12	0.891761	0.132817776903306	6.71416899749209	1.89141e-11	0.00401131	0.00399887	6.4544899999999995e-52	2.48081e-08	OK	OK	positive	True	True	2.7020142857142857e-11	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								887.0	5.0	130573818.0	132554690.0	psa			9.175377777777778e-13			positive	positive_control_near_neighbor	6.6929392499999995e-12	PsA_top10_positive_control	0.807433	2.06446e-13	0.00357728	0.00606813	5.78974e-49	1.2929e-16	0.681052	0.125918453248772	5.40867507842136	6.34927e-08	0.00283939	0.00484166	2.29684e-35	6.70237e-12	OK	OK	positive	True	True	6.34927e-08	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1793.0	12.0	55416803.0	56987105.0	psa			8.57908e-11			positive	positive_control_near_neighbor	5.92875707142857e-10	PsA_top10_positive_control	0.921791	2.14477e-11	0.00314683	0.00394113	1.6211599999999998e-39	1.15773e-08	0.986089	0.161225206739315	6.11622102984433	9.58204e-10	0.00255943	0.00300612	3.23821e-30	3.56568e-06	OK	OK	positive	True	True	1.0646711111111112e-09	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								57.0	1.0	66778016.0	67761890.0	uc			7.4686388e-23			negative	qc_flagged_ibd	9.8311674e-23	IBD_common_FDR	-0.689577	7.62106e-25	0.00521621	0.00929634	2.52945e-81	3.5364e-61	-0.721601	0.0787914190763994	9.1583703969122	5.2686899999999997e-20	0.00420323	0.00727619	5.26183e-62	1.30837e-44	OK	OK	negative	True	True	5.26869e-19	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2251.0	18.0	12735559.0	13641479.0	uc			6.153746666666667e-07			negative	qc_flagged_ibd	3.169698260869565e-07	IBD_common_FDR	-0.762875	1.8838e-08	0.00224055	0.00265688	1.43673e-22	2.19999e-09	-0.869378	0.207054786491252	4.19878243209187	2.68354e-05	0.00123059	0.00135574	5.47755e-10	0.000442378	OK	OK	negative	True	True	6.70885e-05	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								908.0	5.0	158484776.0	159663733.0	uc			1.2925514e-06			positive	qc_flagged_ibd	8.16681456e-07	IBD_common_FDR	0.39234	5.27572e-08	0.0266355	0.00496835	0.0	3.73497e-22	0.463328	0.0971509122426849	4.76915748194518	1.84998e-06	0.0176689	0.00263266	1e-323	1.7405e-09	OK	OK	positive	True	True	6.1665999999999995e-06	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2274.0	18.0	45718493.0	46558306.0	uc			0.001972397			negative	qc_flagged_ibd	0.0010931867368421	IBD_common_FDR	-0.714215	0.000161012	0.00097441	0.00254425	4.0751e-06	1.82225e-07	-0.787449	0.34323490463077	2.29419849023539	0.0217791	0.000538918	0.000968427	0.00392732	0.0151158	OK	OK	negative	True	True	0.0272238749999999	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								58.0	1.0	67761891.0	68633860.0	uc			0.0037215064444444			negative	qc_flagged_ibd	0.00220442295	IBD_common_FDR	-0.542258	0.000341771	0.00102891	0.00368822	3.84278e-08	1.72337e-15	-0.525211	0.190742181216559	2.75351260350589	0.00589595	0.000746468	0.00247091	1.44879e-05	3.16384e-09	OK	OK	negative	True	True	0.0084227857142857	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2453.0	21.0	39252060.0	40480831.0	uc			0.0138294927272727			negative	qc_flagged_ibd	0.0081180571621621	IBD_common_FDR	-0.343444	0.00155229	0.00189637	0.00688058	3.05066e-14	6.49117e-29	-0.41956	0.190049622392657	2.20763395747852	0.0272698	0.000771184	0.00355191	0.000335305	7.52984e-11	OK	OK	negative	True	True	0.0302997777777777	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								26.0	1.0	23907046.0	25885138.0	uc			0.030387463076923			positive	qc_flagged_ibd	0.0167741196774193	IBD_common_FDR	0.327361	0.00403099	0.00700598	0.00239406	1.47915e-93	8.73135e-07									ERROR: local h2 not reliable in both traits under UKB reference	ERROR: local h2 not reliable in both traits under UKB reference		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2203.0	17.0	37361179.0	38880481.0	uc			0.00040343072			negative	qc_flagged_ibd	0.00019914246	IBD_negative_FDR	-0.648811	2.05832e-05	0.000935863	0.0038219	5.82674e-08	5.7751200000000004e-18	-0.648616	0.189000978600922	3.43181291864928	0.000599561	0.000599458	0.00316205	0.000113532	4.40972e-14	OK	OK	negative	True	True	0.001199122	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								638.0	4.0	37880861.0	38984838.0	uc			0.0009365435333333			negative	qc_flagged_ibd	0.0004823988652173	IBD_negative_FDR	-0.683047	5.73394e-05	0.00106126	0.00318139	8.1022e-07	4.0783e-10									ERROR: local h2 not reliable in both traits under UKB reference	ERROR: local h2 not reliable in both traits under UKB reference		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1037.0	6.0	106053916.0	107309327.0	uc			0.00140987			negative	qc_flagged_ibd	0.0007494775961538	IBD_negative_FDR	-0.502087	0.000100705	0.00166146	0.00437128	1.48497e-12	7.66454e-16	-0.624744	0.203352246466232	3.07222571108278	0.00212469	0.000962222	0.00220898	1.00058e-05	6.55768e-06	OK	OK	negative	True	True	0.00354115	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								347.0	2.0	161432090.0	163607635.0	uc			6.777288000000002e-08			positive	qc_flagged_ibd	2.8171970526315793e-08	IBD_positive_FDR	0.828549	1.38312e-09	0.0050225	0.00185002	4.873510000000001e-69	2.66249e-06	1.0	0.19237320421471	5.19822916129155	2.01196e-07	0.00410098	0.000808995	7.64637e-53	0.0140657	OK	OK	positive	True	True	1.00598e-06	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								768.0	4.0	184338585.0	185483262.0	uc			0.0347436599999999			positive	qc_flagged_ibd	0.0198023511340206	IBD_positive_FDR	0.448104	0.00496338	0.00104326	0.00433308	5.83721e-06	4.08657e-14									ERROR: required phenotype unavailable after local variance filtering	ERROR: required phenotype unavailable after local variance filtering		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2412.0	20.0	48212976.0	49236418.0	uc			0.04459459375			positive	qc_flagged_ibd	0.0273558276699029	IBD_positive_FDR	0.371566	0.00728075	0.00314553	0.00188018	4.28732e-38	2.3763e-06	0.301073	0.195802184467824	1.53763861633258	0.124137	0.00214989	0.000995173	5.57085e-23	0.00388771	OK	OK	positive	True	True	0.1241369999999999	Tier 2	True
