view	feature	mean_discovery	sd_discovery
NL	Reactome::L1CAM interactions	0.013827039722848775	1.0199868710700355
NL	Reactome::Regulation of signaling by CBL	-0.024935451767452963	1.0199738677984698
NL	Reactome::Signaling by FGFR3 in disease	0.032135320904786095	1.0199073040289655
NL	Reactome::Constitutive Signaling by EGFRvIII	-0.014294550066723685	1.0198576938355777
NL	Reactome::Signaling by EGFRvIII in Cancer	-0.014294550066723685	1.0198576938355777
NL	cell_state::T_cells	0.004762877665789291	1.0198035957888951
NL	Reactome::Processing of Intronless Pre-mRNAs	0.007583685635631217	1.019793480486798
NL	Reactome::Signaling by ERBB2 ECD mutants	-0.005996192149171416	1.0197884146710938
NL	Reactome::G alpha (q) signalling events	0.01562070155970431	1.0197071750652034
NL	Reactome::Formation of the embryonic stem cell BAF (esBAF) complex	0.03799467386756243	1.0196311358626367
NL	Reactome::NOTCH4 Activation and Transmission of Signal to the Nucleus	-0.010040552709609978	1.0195862762964836
NL	Reactome::PIP3 activates AKT signaling	0.005503645829760744	1.0195690465333556
NL	Reactome::NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	-0.016485280658262207	1.0194711164038186
NL	Reactome::Prefoldin mediated transfer of substrate  to CCT/TriC	-0.025892447967981014	1.019462606019556
NL	cell_state::NK_cells	0.03588603604434106	1.0194333402217253
NL	Reactome::mRNA Polyadenylation	0.02982206429049187	1.019401309558984
NL	Reactome::Transport to the Golgi and subsequent modification	-0.011228600928888482	1.0193934542150143
NL	Reactome::Mitochondrial ribosome-associated quality control	0.0024600930920792917	1.0193809505043472
NL	Reactome::PI3K/AKT Signaling in Cancer	0.016025144355424667	1.0193626364915473
NL	Reactome::Interleukin-3, Interleukin-5 and GM-CSF signaling	0.017024228889513084	1.0193482917024494
NL	Reactome::Mitochondrial translation	0.002167365495232859	1.0193220855711078
NL	Reactome::PINK1-PRKN Mediated Mitophagy	-0.03552326595112908	1.019253820197559
NL	Reactome::OAS antiviral response	-0.0001820429297707607	1.0192537129456498
NL	Reactome::Regulation of localization of FOXO transcription factors	-0.018404185457674544	1.0192048714570976
NL	Reactome::Interleukin-27 signaling	0.0009372276156593688	1.019204591648177
NL	Reactome::NR1H2 and NR1H3-mediated signaling	0.030746092380439016	1.0191811251437302
NL	Reactome::Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	-0.023595036118311864	1.0191621771654544
NL	Reactome::Processing of Capped Intronless Pre-mRNA	-0.015412964958770689	1.0191563489415945
NL	Reactome::RNA Polymerase II Transcription Termination	-0.015412964958770689	1.0191563489415945
NL	Reactome::Recognition of DNA damage by PCNA-containing replication complex	-0.029521824511014483	1.0191540140980975
NL	Hallmark::HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.01940204453747866	1.019100661657108
NL	Reactome::Mitochondrial translation elongation	0.002007381386262767	1.019073317984215
NL	Reactome::Recycling of bile acids and salts	-0.03221107804591148	1.0190394059527161
NL	Reactome::Pregnenolone biosynthesis	-0.007064718821688967	1.0190255112620772
NL	Reactome::Role of LAT2/NTAL/LAB on calcium mobilization	-0.013625862779178585	1.0190004150610852
NL	Reactome::Defects in vitamin and cofactor metabolism	0.01691563987057471	1.0189674123425343
NL	Reactome::PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	0.022912656977125998	1.0188938139688306
NL	Reactome::Regulation of CDH1 posttranslational processing and trafficking to plasma membrane	-0.00654267534836475	1.0188851870371525
NL	Reactome::Vitamin B5 (pantothenate) metabolism	0.03083792530771457	1.0188695742171487
NL	Reactome::p38MAPK events	0.031208451641115437	1.0188573696162575
NL	Reactome::Signaling by NOTCH1 PEST Domain Mutants in Cancer	-0.0052263020259070165	1.018820798179132
NL	Reactome::Constitutive Signaling by NOTCH1 PEST Domain Mutants	-0.0052263020259070165	1.018820798179132
NL	Reactome::Signaling by NOTCH1 in Cancer	-0.0052263020259070165	1.018820798179132
NL	Reactome::Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	-0.0052263020259070165	1.018820798179132
NL	Reactome::Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	-0.0052263020259070165	1.018820798179132
NL	Reactome::Downstream signaling of activated FGFR3	0.0385260722258393	1.0188202809788285
NL	Reactome::Erythropoietin activates RAS	-0.011858596333118967	1.0188161951797827
NL	Reactome::eNOS activation	0.02362678530505194	1.0188140058551312
NL	Reactome::Signaling by ALK in cancer	0.0015372682117274137	1.0188109221225352
NL	Reactome::Signaling by ALK fusions and activated point mutants	0.0015372682117274137	1.0188109221225352
NL	Reactome::Prevention of phagosomal-lysosomal fusion	0.02778798769783404	1.018790348948735
NL	Reactome::Signaling by FGFR4	0.04207747353321288	1.018768861330757
NL	Reactome::Mitochondrial translation initiation	0.0029791753868118062	1.0187323578344256
NL	Reactome::TGF-beta receptor signaling activates SMADs	0.009158617604785929	1.0187102777219892
NL	Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency	-0.004642729870165114	1.0186935522020168
NL	Reactome::RNA Polymerase I Transcription Initiation	-0.026157077469916374	1.0186881744373533
NL	Reactome::Stabilization of p53	-0.012988352218960995	1.0186104249531938
NL	Reactome::tRNA processing	-0.036714174398080404	1.0185820406843873
NL	Reactome::Budding and maturation of HIV virion	-0.02599651783221003	1.018575974089654
NL	Reactome::Influenza Viral RNA Transcription and Replication	-0.02447936912982198	1.018564416630052
NL	Reactome::Formation of the dystrophin-glycoprotein complex (DGC)	0.007059711641305593	1.0185529762462178
NL	Reactome::Signaling by SCF-KIT	-0.0023033980434834854	1.0185225725448377
NL	Reactome::RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	-0.009006856713354577	1.0184736887292052
NL	Reactome::Signaling by CSF1 (M-CSF) in myeloid cells	0.013616364667238543	1.0184245315529472
NL	Reactome::Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	-0.01287223563812609	1.0184196485039556
NL	Reactome::MAPK1/MAPK3 signaling	0.026006560469621794	1.0183911838375228
NL	Reactome::TNFR2 non-canonical NF-kB pathway	0.014128409889708725	1.0183612048826978
NL	Reactome::Interleukin-12 signaling	-0.011215530806007262	1.018355765071789
NL	Reactome::Cardiogenesis	0.020672696393793873	1.018337979292916
NL	Reactome::Fanconi Anemia Pathway	-0.025525830251407765	1.0182790459206146
NL	Reactome::Response of Mtb to phagocytosis	-0.016059445446353123	1.0182475289546122
NL	Reactome::Tryptophan catabolism	0.002339978783905661	1.0181988177475825
NL	Reactome::Regulation of FZD by ubiquitination	0.01981909279265104	1.018149085990605
NL	Reactome::Downstream signaling of activated FGFR2	0.03834854057513417	1.0181177897354452
NL	Reactome::MET activates RAP1 and RAC1	-0.023948955095966108	1.0181144310081212
NL	Reactome::Purine salvage	-0.02207349106013146	1.0180734714353146
NL	Reactome::Negative regulation of MAPK pathway	-0.01659031221834704	1.018057772589323
NL	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	-0.031164828760250035	1.0180430749348115
NL	Reactome::Loss of proteins required for interphase microtubule organization from the centrosome	-0.027393841311098576	1.0180264136468247
NL	Reactome::Loss of Nlp from mitotic centrosomes	-0.027393841311098576	1.0180264136468247
NL	Reactome::Co-inhibition by CTLA4	-0.002163056635594677	1.0180167480332403
NL	Reactome::TRAF6 mediated NF-kB activation	0.02862530326596728	1.0179955524440667
NL	Reactome::Mitophagy	-0.03618434684134232	1.0179517899001458
NL	cell_state::Neutrophils	0.025251196934281316	1.017949720870801
NL	Reactome::Mechanical load activates signaling by PIEZO1 and integrins in osteocytes	0.00038137882355110105	1.017920149410229
NL	Reactome::Phase 4 - resting membrane potential	-0.03826618025309624	1.0178361594054648
NL	Reactome::Abortive elongation of HIV-1 transcript in the absence of Tat	0.01563328703712465	1.0177652539866129
NL	Reactome::FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.03462572440066035	1.0177604819021167
NL	Reactome::Signaling by TGF-beta Receptor Complex	-0.023165514747374154	1.0177336090827682
NL	Reactome::RAF/MAP kinase cascade	0.02778429915773184	1.0176340722319135
NL	Reactome::MAP3K8 (TPL2)-dependent MAPK1/3 activation	-0.04145888718814378	1.017602508921971
NL	Reactome::RAC2 GTPase cycle	0.026200901947198884	1.0176014219659513
NL	Reactome::Influenza Infection	-0.020147105657205316	1.017532124959626
NL	Reactome::Specification of primordial germ cells	-0.03838806555362956	1.0175288197807566
NL	Hallmark::HALLMARK_TGF_BETA_SIGNALING	0.027290647434867	1.0175112943535518
NL	Reactome::Downstream signaling of activated FGFR1	0.031664421027823464	1.017494735438419
NL	Reactome::Nuclear signaling by ERBB4	-0.02885517058485926	1.0174562229263755
NL	Reactome::MAPK targets/ Nuclear events mediated by MAP kinases	0.007312224581549857	1.0173486537908478
NL	Reactome::Purine ribonucleoside monophosphate biosynthesis	-0.005822641827423598	1.0173447385768863
NL	Reactome::Signaling by LTK	0.004405799989528802	1.0173326040736135
NL	Reactome::Eukaryotic Translation Elongation	-0.004781403477540369	1.0173084834932926
NL	Reactome::Activation of AMPK downstream of NMDARs	-0.004571835160047309	1.0173006264433007
NL	cell_state::Keratinocyte	0.017578763199010194	1.0172901281389628
NL	Reactome::Host Interactions of HIV factors	-0.005474305734486728	1.0172838667039126
NL	Reactome::Uptake of dietary cobalamins into enterocytes	0.02397666513086803	1.01728332531853
NL	Reactome::Post NMDA receptor activation events	-0.006097172989445817	1.017281955991206
NL	Reactome::mRNA decay by 5' to 3' exoribonuclease	0.004295231879045986	1.0172274415361153
NL	Reactome::RHOA GTPase cycle	0.03855043655563708	1.0171970915906732
NL	Reactome::Signaling by WNT in cancer	-0.013637727393160297	1.0171853308985837
NL	Reactome::FGFR2b ligand binding and activation	0.040498239226442835	1.0171786689019793
NL	Reactome::APC/C:Cdc20 mediated degradation of Securin	-0.017151857924284353	1.0171654834025587
NL	Reactome::Non-integrin membrane-ECM interactions	0.02622769080472905	1.0171597660737928
NL	Reactome::FCGR3A-mediated phagocytosis	0.006198234233287716	1.0171534937194178
NL	Reactome::Parasite infection	0.006198234233287716	1.0171534937194178
NL	Reactome::Leishmania phagocytosis	0.006198234233287716	1.0171534937194178
NL	Reactome::Downregulation of ERBB2:ERBB3 signaling	-0.005671285735655945	1.0171162711704604
NL	Reactome::Retrograde neurotrophin signalling	0.018719442986289702	1.0170620553452354
NL	Reactome::Protein hydroxylation	0.0024677625608919575	1.016949336260607
NL	Reactome::Dual Incision in GG-NER	-0.017601980001523885	1.0169158356281274
NL	Reactome::Signaling by FGFR1	0.034799284195914916	1.016908142732927
NL	Reactome::Nucleotide biosynthesis	-0.013744902663836947	1.0169077028749032
NL	Reactome::Degradation of CRY and PER proteins	-0.0022428882853327177	1.0168867990813977
NL	Reactome::C-type lectin receptors (CLRs)	-0.025862734894633824	1.0168761988404484
NL	Reactome::Signaling by FGFR4 in disease	-0.01641004672773304	1.016861097138051
NL	Reactome::RNA Pol II CTD phosphorylation and interaction with CE	-0.012433291499335508	1.0168138771579514
NL	Reactome::mRNA Capping	-0.01272610108717016	1.016811943355403
NL	Reactome::Signaling by NOTCH	0.008585760422550867	1.016806896775983
NL	Reactome::Anchoring of the basal body to the plasma membrane	-0.032172106938566494	1.0167119646025948
NL	Reactome::Polymerase switching on the C-strand of the telomere	-0.03947462662296484	1.0166864444375625
NL	Reactome::Pyruvate metabolism	0.02797234183922115	1.01666074988016
NL	Reactome::Macroautophagy	-0.01614688410864709	1.016588973493476
NL	Reactome::Signaling by ERBB4	-0.025376782334049473	1.0165375826371918
NL	Reactome::Expression of BMAL (ARNTL), CLOCK, and NPAS2	-0.009855315287299252	1.0165020729627707
NL	Reactome::HIV Infection	-0.028259087121321788	1.0164888037243132
NL	Reactome::Signaling by KIT in disease	0.013066969546538777	1.0164627404836508
NL	Reactome::Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	0.013066969546538777	1.0164627404836508
NL	Reactome::Negative regulation of FGFR3 signaling	0.0440979783756282	1.0164436594404205
NL	Reactome::RHO GTPases activate CIT	-0.026042146569352415	1.0163932840917524
NL	Reactome::Vitamin D (calciferol) metabolism	0.006874538266595037	1.0163363556813314
NL	Reactome::Selenoamino acid metabolism	-0.009389138284945186	1.0163324709645998
NL	Reactome::Activation of the AP-1 family of transcription factors	0.023655608816619184	1.0162730530652606
NL	Reactome::Interleukin-10 signaling	0.01606302553711577	1.0162719916602476
NL	Reactome::Activation of SMO	-0.0004943285605253462	1.0162214675626569
NL	Reactome::Activation of NMDA receptors and postsynaptic events	-0.007769501189577538	1.0162048521070666
NL	Reactome::Regulation of pyruvate dehydrogenase (PDH) complex	0.03670466357556514	1.0162042535912692
NL	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer	0.024632198495489862	1.0161930034677416
NL	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C	-0.011012844031746617	1.0161818899890958
NL	Reactome::Suppression of phagosomal maturation	-0.004564599600917895	1.016164302344843
NL	Reactome::Sema4D in semaphorin signaling	0.0283360102447016	1.0161616539906961
NL	Reactome::p53-Dependent G1 DNA Damage Response	-0.029709914238430484	1.0161196787924556
NL	Reactome::p53-Dependent G1/S DNA damage checkpoint	-0.029709914238430484	1.0161196787924556
NL	Reactome::RHOG GTPase cycle	0.02993659165304553	1.0161194367429167
NL	Reactome::Scavenging by Class A Receptors	0.015245563809510289	1.0160813038176317
NL	Reactome::Downstream signaling events of B Cell Receptor (BCR)	-0.02173962384009696	1.016054269011382
NL	Reactome::Creation of C4 and C2 activators	0.018222585845041425	1.016035276875114
NL	Reactome::Defensins	-0.0018648261217353247	1.0159600125989598
NL	Hallmark::HALLMARK_MYC_TARGETS_V1	-0.02871379995091562	1.0159455551259213
NL	Reactome::Keratan sulfate biosynthesis	0.03858977843418886	1.015943838829415
NL	Reactome::Regulation of actin dynamics for phagocytic cup formation	0.007687199045815519	1.0159198822259177
NL	Reactome::mRNA Splicing	0.014696893563605352	1.0158962643869245
NL	Reactome::Resolution of Abasic Sites (AP sites)	-0.014758183799415972	1.0158469170796336
NL	Reactome::VEGFA-VEGFR2 Pathway	0.04432641951343783	1.0158426976627624
NL	Reactome::Sensory processing of sound	0.025952805305958653	1.0158303363330672
NL	Reactome::NS1 Mediated Effects on Host Pathways	-0.03562223809703232	1.015806235488724
NL	Reactome::Unfolded Protein Response (UPR)	0.016156117490701918	1.0157843059224707
NL	Reactome::RAC1 GTPase cycle	0.04169214344980712	1.01572997706073
NL	Reactome::Netrin-1 signaling	0.00968373338623063	1.0157264268744286
NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	-0.02718393338902962	1.015707458424757
NL	Reactome::MITF-M-dependent gene expression	-0.005453078964099125	1.0156918963240809
NL	Reactome::RHOBTB1 GTPase cycle	0.00016076480886293316	1.015658747440089
NL	Reactome::Transcriptional regulation by RUNX3	0.0010567714940002532	1.0156493605552468
NL	Reactome::Downstream signaling of activated FGFR4	0.04850010546766738	1.0155405091466116
NL	Reactome::Insulin processing	-0.021573666542485465	1.0155331373905199
NL	Reactome::ERK/MAPK targets	0.012523541836079958	1.0155291400688693
NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	0.035582418474291146	1.0154930506615307
NL	Reactome::Dissolution of Fibrin Clot	-0.018913221757593378	1.015492521393321
NL	pathway::Fibroblast_activation	0.0060182783503974855	1.015481808996403
NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	-0.03284580095329801	1.0154619479495641
NL	Reactome::DCC mediated attractive signaling	0.007219146755608594	1.0154609209408876
NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.00597213914861885	1.0154473226945142
NL	Reactome::SARS-CoV-2-host interactions	-0.008096619473026742	1.0153747401973015
NL	cell_state::CD8_TRM	0.0047735809827951035	1.0153466716525177
NL	Reactome::Regulation of beta-cell development	0.019876299887785352	1.0153163426531138
NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	0.02236079101725139	1.015311535948854
NL	Reactome::Eukaryotic Translation Termination	0.001861813653633234	1.0152992842902122
NL	Reactome::Lysosphingolipid and LPA receptors	-0.024536121302188248	1.0152772127829481
NL	Reactome::MTOR signalling	0.003737532216875832	1.0152269458623067
NL	Reactome::ABC-family protein mediated transport	0.021080606443899332	1.015224351891116
NL	Reactome::E3 ubiquitin ligases ubiquitinate target proteins	-0.003151149459414225	1.0151858005850354
NL	Reactome::Metabolism of folate and pterines	0.04063657941341312	1.0151017810664895
NL	Reactome::Signaling by FGFR1 in disease	0.041476113350202744	1.0150642440573125
NL	Reactome::Protein ubiquitination	-0.03134437726796518	1.015045377480611
NL	Reactome::Transmission across Chemical Synapses	0.0012845423661998522	1.0150388502368537
NL	Reactome::Regulation of cholesterol biosynthesis by SREBP (SREBF)	-0.027309036135114022	1.0150171578923826
NL	Reactome::tRNA modification in the nucleus and cytosol	-0.03850791156256454	1.0150101310508919
NL	Reactome::Signaling by PTK6	-0.04043406899070398	1.0149798102535332
NL	Reactome::Signaling by Non-Receptor Tyrosine Kinases	-0.04043406899070398	1.0149798102535332
NL	Reactome::mRNA Splicing - Major Pathway	0.014543045041933947	1.0149671127190625
NL	Reactome::Cdc20:Phospho-APC/C mediated degradation of Cyclin A	-0.03344870913080304	1.0149386345748759
NL	Reactome::SRC activates STAT3 in a quantitative manner, through Cadherin-11 (CDH11), RAC1 and gp130 (IL6ST)	0.024828733463232486	1.014927387363005
NL	Reactome::Miscellaneous substrates	-0.032040579314664086	1.0149208979299003
NL	Reactome::RHO GTPases Activate ROCKs	0.004212060374977874	1.0148811718978314
NL	Reactome::Aberrant regulation of mitotic exit in cancer due to RB1 defects	-0.03115328628696069	1.0148677116449678
NL	Reactome::Signaling by Retinoic Acid	0.026227629788974537	1.0148489753922842
NL	Reactome::Signaling by PDGF	0.03710118465462208	1.0148460263948609
NL	Reactome::Classical antibody-mediated complement activation	0.012202312205691627	1.0148091621908208
NL	Reactome::p75NTR recruits signalling complexes	0.004616060552318286	1.014787820718619
NL	Reactome::Activation of Matrix Metalloproteinases	0.007612446971586971	1.0147856663440467
NL	pathway::ECM_organization	-0.009901600862751747	1.0147621108462996
NL	Reactome::Signaling by NTRK3 (TRKC)	0.03857429035479134	1.0147509134385668
NL	Reactome::mRNA Splicing - Minor Pathway	0.010036457267684575	1.0147228998705726
NL	Reactome::Cobalamin (Cbl, vitamin B12) transport and metabolism	0.015630253120397907	1.0146145615274327
NL	Reactome::UCH proteinases	-0.03481023820960231	1.0145924669201996
NL	Reactome::Stimuli-sensing channels	0.0053396157670786695	1.0145803103986266
NL	Reactome::AUF1 (hnRNP D0) binds and destabilizes mRNA	-0.007862686130022051	1.0145711809846498
NL	Reactome::Glycosaminoglycan metabolism	0.029934556950735686	1.014568457814467
NL	Hallmark::HALLMARK_DNA_REPAIR	-0.0007523914637500836	1.0145407235062267
NL	Reactome::TP53 Regulates Metabolic Genes	0.03734411302306294	1.014524851310671
NL	Reactome::Ca2+ pathway	0.03790611020673681	1.014515267705769
NL	Reactome::ZBP1(DAI) mediated induction of type I IFNs	0.008572508429798184	1.0145100389599113
NL	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	0.019498880627740068	1.0145087990470791
NL	Reactome::SARS-CoV-2 activates/modulates innate and adaptive immune responses	-0.0032705129467121945	1.0144838996366405
NL	pathway::Type_II_interferon	0.03747506346997046	1.0144787860291737
NL	Reactome::rRNA processing in the nucleus and cytosol	-0.04022358162672011	1.0144786815999198
NL	Reactome::WNT5A-dependent internalization of FZD2, FZD5 and ROR2	-0.03078598570262895	1.0144476119231094
NL	Reactome::Epigenetic regulation of gene expression	0.038472090860862375	1.0143788747793498
NL	Reactome::Interleukin-35 Signalling	0.02822377634375786	1.0143697424114402
NL	Reactome::Post-chaperonin tubulin folding pathway	0.0023015666628592476	1.0142883160490272
NL	Reactome::APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	-0.027320848947414968	1.0142779934566146
NL	Reactome::Glucocorticoid biosynthesis	0.005328059156492483	1.0142463584307684
NL	Reactome::Negative regulation of FGFR2 signaling	0.041600642646553644	1.0142388338355095
NL	Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	-0.0006966042915891634	1.014214773912729
NL	Hallmark::HALLMARK_COMPLEMENT	0.024875325132841426	1.0142012407343663
NL	Reactome::Activation of gene expression by SREBF (SREBP)	-0.013431883491690453	1.0141879821626354
NL	Reactome::tRNA processing in the nucleus	-0.03644954374268235	1.01416693985308
NL	Reactome::ALK mutants bind TKIs	-0.033582947614192275	1.014148445447143
NL	Reactome::Synthesis of Leukotrienes (LT) and Eoxins (EX)	0.006554690323425404	1.0141190213645332
NL	Reactome::Metal ion SLC transporters	-0.049082679497992936	1.0140690153319123
NL	Reactome::TP53 Regulates Transcription of DNA Repair Genes	-0.025813254902131853	1.014048667811758
NL	Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.04228325491028364	1.0140125297189826
NL	Reactome::Cell junction organization	-0.005552311754798762	1.013989037266297
NL	Reactome::Serine metabolism	-0.043122702056101504	1.013970898168458
NL	Reactome::Nuclear Events (kinase and transcription factor activation)	-0.026298504500152885	1.0139497928249481
NL	Reactome::NGF-stimulated transcription	-0.03816013240224183	1.0139263833793306
NL	Reactome::Beta defensins	-0.015205966628276136	1.0138951400864635
NL	Reactome::RHO GTPases activate PAKs	-0.010590558441183201	1.013876245683358
NL	Reactome::Oncogenic MAPK signaling	0.04076356157154571	1.0138758990587178
NL	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	-0.03050723307701773	1.0138395026415323
NL	Reactome::FOXO-mediated transcription of cell death genes	-0.005723302338664839	1.0138282234925862
NL	Reactome::Interleukin-6 family signaling	0.017841599655143286	1.0138117701872915
NL	Reactome::Chemokine receptors bind chemokines	0.023530923216248906	1.0138074870619391
NL	Reactome::RUNX3 regulates NOTCH signaling	0.017356588003619732	1.0137635834686916
NL	Reactome::IRS-related events triggered by IGF1R	0.045562334542796276	1.0137553019388268
NL	cell_state::NK_cell	0.04927162597631657	1.0137273539465332
NL	Reactome::Metabolism of steroid hormones	-0.03984838900914957	1.0137238003619513
NL	Reactome::Presynaptic depolarization and calcium channel opening	0.021499971365461976	1.0137095303032368
NL	Reactome::Formation of a pool of free 40S subunits	0.0004144180266206732	1.013693719616498
NL	Reactome::Transport of Mature mRNA Derived from an Intronless Transcript	-0.032186614228478454	1.0136106539589478
BLD	signaling_PROGENy::JAK-STAT	0.07764905784210537	6.122200223122481
BLD	regulon_DoRothEA::STAT1	0.3745482733815789	3.862317853987614
BLD	regulon_DoRothEA::CEBPA	0.376703127	3.595395555398005
BLD	regulon_DoRothEA::IRF1	0.10676623172368419	2.377748151223594
BLD	regulon_DoRothEA::FOS	0.23140262044736845	2.2331876878152377
BLD	regulon_DoRothEA::STAT3	0.12188297256578946	2.174019731958755
BLD	signaling_PROGENy::NFkB	0.19409966631578945	2.0999420158281468
BLD	regulon_DoRothEA::NFKB1	0.15932380799999998	1.9727905958775007
BLD	regulon_DoRothEA::IRF3	-0.1058317732763158	1.9118579122516721
BLD	regulon_DoRothEA::CEBPB	0.11431547486842107	1.784078185252149
BLD	regulon_DoRothEA::HIF1A	0.17882384068421053	1.7499081154238458
BLD	signaling_PROGENy::TNFa	0.1778234952236842	1.7290488982197767
BLD	regulon_DoRothEA::RELA	0.16501344418421052	1.6850935110299161
BLD	signaling_PROGENy::EGFR	-0.12899218036842106	1.6710546544389504
BLD	regulon_DoRothEA::SMAD3	0.11651463073684218	1.5040946100036483
BLD	regulon_DoRothEA::JUN	0.11826759232368418	1.4947246636338771
BLD	regulon_DoRothEA::AHR	0.11854850289592107	1.4005918182608565
BLD	signaling_PROGENy::Hypoxia	0.06691323220394735	1.3746834930169312
BLD	signaling_PROGENy::PI3K	0.07221894039473681	1.3522530867463618
BLD	signaling_PROGENy::Trail	0.015717525513157898	1.2001821376111785
BLD	signaling_PROGENy::VEGF	0.03466087961842101	1.1504739066288365
BLD	signaling_PROGENy::MAPK	0.0012870133947368461	1.1267344046478853
BLD	signaling_PROGENy::TGFb	0.03986461657894737	1.1007181474876315
BLD	signaling_PROGENy::Androgen	0.06926516611578946	1.067750682136684
BLD	Reactome::Enterobacterial factors antagonize host defense	0.008806807726999844	1.0294729050887914
BLD	Reactome::RHO GTPases Activate NADPH Oxidases	-0.013156858977746743	1.0293748461670713
BLD	Reactome::Meiotic synapsis	-0.008288262815476878	1.0291559816807554
BLD	Reactome::PIWI-interacting RNA (piRNA) biogenesis	0.014373622843853595	1.0291270147019869
BLD	Reactome::SARS-CoV-2 modulates autophagy	-0.0029080361706214524	1.0290360715380655
BLD	Reactome::Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	0.0071955660725247506	1.0289167942402935
BLD	Reactome::Global Genome Nucleotide Excision Repair (GG-NER)	-6.036583936152409e-05	1.0288655692035649
BLD	Reactome::rRNA modification in the mitochondrion	-0.015624737295416004	1.0287998049106668
BLD	Reactome::Receptor-type tyrosine-protein phosphatases	-0.0065555581833164145	1.0287892922849469
BLD	Reactome::Macroautophagy	0.007345262431035038	1.0286197493934788
BLD	Reactome::Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	0.009376339179283806	1.0285701540033323
BLD	Reactome::Nucleotide Excision Repair	-0.0011937298713709053	1.0284921739817188
BLD	Reactome::Signaling by CSF3 (G-CSF)	-0.006410090862095943	1.0282095803467477
BLD	Reactome::Transcriptional regulation of granulopoiesis	0.006319449740075206	1.0279805574299046
BLD	Reactome::DNA Damage/Telomere Stress Induced Senescence	-0.0005927261122126218	1.027959394996397
BLD	Reactome::rRNA processing in the mitochondrion	0.005901877535368489	1.0277090736801746
BLD	Reactome::Transcriptional activation of mitochondrial biogenesis	0.009128088592366591	1.0276813541154843
BLD	Reactome::Autophagy	0.012987858405956237	1.0276177187307254
BLD	Reactome::FRS-mediated FGFR3 signaling	-0.012461643441080477	1.0275592727377156
BLD	Reactome::Regulation of NF-kappa B signaling	0.0013636522551185699	1.0273957223297603
BLD	Reactome::ROS and RNS production in phagocytes	-0.007094146612189538	1.0270492943306277
BLD	Reactome::Cobalamin (Cbl, vitamin B12) transport and metabolism	0.007558312219463924	1.0270482736772286
BLD	Reactome::Signaling by WNT in cancer	0.011795986995657913	1.0269236800064294
BLD	Reactome::Induction of Cell-Cell Fusion	0.013408842792690005	1.026875572556894
BLD	Reactome::CD28 dependent PI3K/Akt signaling	0.0028143667396317786	1.0267681069709116
BLD	Reactome::Lysosome Vesicle Biogenesis	0.012237575975070502	1.0267474755624817
BLD	Reactome::DNA Damage Recognition in GG-NER	-0.008409393873798432	1.0264917212173246
BLD	Reactome::SRC activates STAT3 in a quantitative manner, through Cadherin-11 (CDH11), RAC1 and gp130 (IL6ST)	-0.0007338177527091865	1.0264897971558764
BLD	Reactome::Defects in cobalamin (B12) metabolism	0.01674836141123499	1.026451071862022
BLD	Reactome::Synthesis of substrates in N-glycan biosythesis	0.008464065562568986	1.0264449183706899
BLD	Reactome::Protein methylation	0.018285597775287855	1.0262457520106825
BLD	Reactome::Sensory perception of sweet, bitter, and umami (glutamate) taste	0.01176682751436411	1.0261616918776377
BLD	Reactome::FGFR2 alternative splicing	-0.015147194527713436	1.0261522081349639
BLD	Reactome::Resolution of AP sites via the multiple-nucleotide patch replacement pathway	-0.003059187932882901	1.0261270882926254
BLD	Reactome::Formation of the polybromo-BAF (pBAF) complex	0.0035105711291159407	1.0260998496285518
BLD	Reactome::Acyl chain remodelling of PS	-0.0006958931129827781	1.0260178156514348
BLD	Reactome::Hedgehog 'off' state	-0.019817491509046	1.0258788970388097
BLD	Reactome::Non-canonical inflammasome activation	0.017233645472552156	1.0258482403182252
